mean	stderr_mean	stdev	variance	median	mode	geom_mean	hpd_interval_low	hpd_interval_high	act	ess	epoch	epochv	name	type	bf
0.2998700129987004	0.0047478126881761945	0.4582237260353314	0.20996898310170245	0	0	0	0	1	1.0737887834399416	9313.74973759853	0	T2	viralSample_O	Inclusion	2.263689704390441
0.9613038696130386	0.0023328909454219666	0.1928793917297188	0.03720245975402632	1	1	0	1	1	1.4632012855277274	6835.013131083312	0	T2	viralSample_D	Inclusion	131.29726786767276
0.7687231276872315	0.004937357861802704	0.42167008363658365	0.17780565943408344	1	1	0	0	1	1.3712937190761276	7293.112963966542	0	T2	poultryFarm_O	Inclusion	17.56710827868847
0.1605839416058394	0.0037372769960882612	0.367165111330177	0.13481021897810128	0	0	0	0	1	1.0362740331503506	9650.922130699551	0	T2	poultryFarm_D	Inclusion	1.011084323247229
0.8528147185281468	0.004701085334846087	0.35430823666313643	0.1255343265673411	1	1	0	0	1	1.760842965554444	5679.666043843349	1	T1	viralSample_O	Inclusion	30.623360060282643
0.9640035996400361	0.0024605367281960128	0.18629044416460852	0.034704129587047126	1	1	0	1	1	1.7448793476737274	5731.628386417278	1	T1	viralSample_D	Inclusion	141.54095397084038
0.36936306369363103	0.005591173743006298	0.48265648682220536	0.23295728427155368	0	0	0	0	1	1.342197840244812	7451.211513032873	1	T1	poultryFarm_O	Inclusion	3.0955412554496164
0.10938906109389045	0.003121111229539577	0.31214233406629177	0.0974328367163525	0	0	0	0	1	1	10001	1	T1	poultryFarm_D	Inclusion	0.6491549991719163
0.34343376671436954	0.018605737430797253	1.8033767055195633	3.2521675420105938	0.6037604716898275	n/a	n/a	-3.447952910861793	3.8114060990030536	1.0646521097880282	9393.678844060334	0	T2	viralSample_O	Coeff	NA
2.1155613158600306	0.009957977547464391	0.8590068831799617	0.7378928253505523	2.183178026513513	n/a	n/a	0.7625742751909472	3.69419748810176	1.3441132192018401	7440.593438950614	0	T2	viralSample_D	Coeff	NA
1.6277673718197474	0.016326775831861717	1.5588055583368252	2.4298747687017817	1.8096917505931385	n/a	n/a	-2.0802041441216845	4.463343059378225	1.0972455366239084	9114.64176994683	0	T2	poultryFarm_O	Coeff	NA
0.10372224230247382	0.018639827443125256	1.8641691425869635	3.475126592173415	0.2730358475263237	n/a	n/a	-3.815487470449728	3.7770015062869726	1	10001	0	T2	poultryFarm_D	Coeff	NA
2.978513174108677	0.024438305719587175	1.8236747158804933	3.325789469341798	3.305763299428098	n/a	n/a	-1.3067209283784724	6.115033901352289	1.7961156112861751	5568.127094468275	1	T1	viralSample_O	Coeff	NA
2.183743997695873	0.009569483284230181	0.7851171042397511	0.6164088673698123	2.239866957847556	n/a	n/a	0.8453915170349049	3.519113598766039	1.48591837485732	6730.517751999877	1	T1	viralSample_D	Coeff	NA
0.5378374364518923	0.019713889115337297	1.8311206346256577	3.353002778551871	0.783729729601987	n/a	n/a	-3.5040890313054422	3.6622774500694	1.159304602756343	8626.723275506534	1	T1	poultryFarm_O	Coeff	NA
0.03032856756992697	0.018930383289730325	1.893227632805931	3.584310869619949	0.07759578327378225	n/a	n/a	-3.820173613859722	3.721160146799821	1	10001	1	T1	poultryFarm_D	Coeff	NA
